Battery_Voltage_(Lead-acid)_(V),Motor_Temperature,Motor_RPM,Range_(km),Tyre_Pressure_(psi),Brake_Fluid_(%),Coolant_Level_(%),Lubricant_Level_(%),Maintenance_Needed_(Area)
12.19,82.79,2987,274,30.45,74,63,82,Motor and Lubrication
12.79,76.78,3027,275,32.42,77,61,87,No Maintenance Required
12.85,84.38,3177,300,33.37,71,66,81,Battery
12.59,77.78,3228,267,34.8,78,62,86,Brake System and Lubrication
12.37,83.78,2938,251,31.45,74,66,84,Brake System and Lubrication
12.64,78.96,3025,294,31.34,68,69,84,No Maintenance Required
12.83,83.66,3296,297,30.93,66,60,79,Brake System and Lubrication
12.81,76.76,3136,283,30.33,79,61,81,Battery
12.79,84.31,3200,258,31.63,71,74,81,Tyres and Brake System
12.76,83.15,3138,296,34.97,73,69,86,Motor and Lubrication
12.6,79.87,2834,279,30.69,74,69,81,Motor and Lubrication
12.45,79.46,2895,292,31.28,73,62,89,Battery
12.24,84.47,2832,255,31.98,71,65,88,Tyres
12.26,84.42,2845,256,36.49,75,60,86,Tyres
12.12,78.05,2826,294,35.67,68,72,87,Motor and Lubrication
12.47,81.27,2965,299,34.65,61,62,86,No Maintenance Required
12.3,78.93,2985,282,34.43,66,71,82,Brake System and Lubrication
12.2,84.23,3088,263,32.9,80,73,89,Brake System and Lubrication
12.37,81.66,2936,287,35.48,61,67,84,Tyres and Brake System
12.55,75.8,2929,293,30.27,69,63,83,Motor and Lubrication
12.81,77.86,2939,280,36.23,77,69,81,Tyres
12.2,84.95,3017,279,36.73,78,74,90,Tyres and Brake System
12.51,80.25,2823,261,35.15,64,67,82,Tyres and Lubrication
12.63,82.98,3280,297,33.79,65,67,79,Motor and Lubrication
12.39,77.19,3259,291,31.93,63,61,89,Motor and Tyres
12.46,75.07,3139,269,31.41,72,62,81,Tyres and Lubrication
12.87,78.47,3285,259,31.62,80,66,80,Motor and Lubrication
12.76,80.28,3194,279,34.15,69,71,80,Brake System and Lubrication
12.73,77.2,3296,251,32.87,71,75,78,Tyres and Lubrication
12.11,78.96,3299,296,31.25,66,74,86,Tyres and Lubrication
12.2,78.05,2964,287,30.64,78,62,78,Motor and Tyres
12.68,81.26,3211,297,36.6,73,74,82,Motor and Lubrication
12.21,82.95,2814,265,34.81,71,69,82,Battery
12.77,78.26,3294,280,36.35,80,68,86,Brake System and Lubrication
12.23,78.88,3263,281,32.95,65,61,83,Motor and Tyres
12.89,84.94,3024,263,30.86,64,60,86,Battery
12.33,81.85,2985,257,31.72,61,62,80,Motor and Lubrication
12.9,80.53,2886,258,35.42,67,61,84,Motor and Lubrication
12.34,78.5,3173,274,33.2,61,75,88,Motor and Tyres
12.57,81.43,3120,259,31.92,60,74,85,Tyres
12.49,79.04,3092,261,32.71,80,62,82,Motor and Tyres
12.23,77.07,3195,274,33.13,69,63,87,No Maintenance Required
12.11,84.08,3133,286,34.6,73,64,83,Tyres and Brake System
12.24,80.38,3112,260,36.38,68,73,79,Tyres and Brake System
12.63,77.23,3026,282,35.26,77,74,80,Tyres and Brake System
12.38,82.26,3237,253,31.93,77,62,85,Tyres
12.66,78.81,3264,252,32.66,73,74,87,Tyres and Brake System
12.89,82.51,2925,250,31.23,77,62,85,No Maintenance Required
12.75,77.05,3177,298,36.99,73,66,84,Motor and Lubrication
12.65,75.35,3035,273,31.85,75,73,82,Battery
12.73,82.35,3080,290,35.12,65,72,88,Tyres
12.29,79.5,3141,267,32.83,70,60,81,Tyres and Lubrication
12.28,81.69,3115,272,34.49,69,68,90,Brake System and Lubrication
12.35,78.99,2945,271,36.74,60,71,79,Tyres
12.64,78.14,3105,278,33.41,62,60,86,Tyres and Lubrication
12.51,77.13,3277,278,34.24,64,62,83,Tyres and Brake System
12.61,81.65,3169,253,36.64,61,74,86,Tyres
12.62,75.99,3253,293,33.69,79,66,89,Brake System and Lubrication
12.13,80.64,3109,292,32.77,67,67,81,Tyres and Brake System
12.14,84.26,3292,277,36.12,77,71,81,Tyres and Brake System
12.13,78.52,3166,294,33.36,79,63,83,Tyres
12.72,78.72,2981,277,31.74,62,63,80,No Maintenance Required
12.42,80.76,3105,261,35.29,60,65,85,Motor and Lubrication
12.16,78.79,2946,262,32.24,74,73,82,Brake System and Lubrication
12.58,76.22,3015,297,33.84,65,66,80,Tyres and Brake System
12.63,79.81,3011,286,33.97,62,74,79,Tyres
12.33,81.0,3052,275,35.35,80,64,87,Tyres
12.88,82.92,3169,279,36.03,62,60,84,Tyres
12.17,82.56,2984,258,33.63,67,75,80,Tyres and Brake System
12.47,78.03,2804,282,32.12,68,70,87,Motor and Tyres
12.71,75.11,2868,271,31.0,75,71,81,Motor and Tyres
12.71,76.99,3165,257,31.82,79,65,88,Motor and Tyres
12.58,78.32,2876,258,33.85,65,60,88,Tyres and Brake System
12.28,75.11,3134,267,34.51,69,66,80,Brake System and Lubrication
12.88,83.68,3037,279,33.53,69,66,89,Motor and Tyres
12.33,76.6,3212,298,36.0,76,61,85,Motor and Tyres
12.33,81.82,3016,290,32.45,76,66,88,Brake System and Lubrication
12.71,81.8,2981,267,34.88,62,60,90,Brake System and Lubrication
12.77,80.79,3020,280,32.27,74,61,90,Tyres and Lubrication
12.46,79.38,3117,297,35.38,61,70,78,Brake System and Lubrication
12.52,77.27,2804,282,30.85,70,71,84,Motor and Lubrication
12.16,82.5,3207,264,31.58,75,65,81,Battery
12.34,82.48,2875,285,32.19,70,62,80,No Maintenance Required
12.6,82.34,2993,292,33.18,72,64,90,Motor and Lubrication
12.34,79.76,3123,287,34.16,68,67,81,Tyres and Lubrication
12.46,77.9,3275,253,34.58,68,68,86,Tyres
12.73,75.37,2857,295,36.01,73,65,82,Battery
12.36,82.41,3153,251,30.58,77,63,79,Tyres and Brake System
12.7,84.03,3268,278,32.15,76,73,84,Brake System and Lubrication
12.67,84.63,3177,286,34.41,76,63,85,Tyres and Brake System
12.29,76.11,3035,277,30.7,62,66,78,Tyres
12.55,79.07,3121,281,36.82,68,69,86,Motor and Lubrication
12.11,75.36,2816,283,33.29,79,61,84,Tyres
12.75,77.38,3189,274,34.96,75,67,82,Motor and Lubrication
12.12,76.14,3112,260,33.63,79,70,90,Battery
12.4,84.19,3189,296,36.45,77,71,90,Tyres and Brake System
12.18,75.7,2915,250,36.45,69,68,89,Tyres and Lubrication
12.21,77.78,3066,278,31.42,75,67,79,Tyres and Lubrication
12.82,78.6,3014,276,33.49,74,69,89,Motor and Lubrication
12.25,80.77,3042,284,36.77,66,74,79,Battery
12.4,84.6,3240,295,31.73,77,69,88,Motor and Tyres
12.77,81.01,3036,277,30.78,74,68,84,Tyres and Lubrication
12.12,84.34,2848,278,34.51,64,63,90,Battery
12.6,81.99,2962,261,33.68,70,62,86,Tyres and Brake System
12.47,82.91,2969,261,32.0,74,65,84,Tyres and Brake System
12.69,77.16,3044,282,36.23,69,62,88,No Maintenance Required
12.46,77.64,3121,265,36.89,71,72,88,Motor and Lubrication
12.66,80.86,2988,292,36.33,73,72,82,Motor and Tyres
12.52,82.18,3012,279,36.95,71,66,88,Motor and Lubrication
12.74,78.19,3146,296,33.27,74,73,80,Tyres and Lubrication
12.46,82.09,3143,266,30.31,60,65,86,Motor and Lubrication
12.84,80.27,3098,295,34.65,75,63,79,Battery
12.37,81.74,3035,268,34.17,80,70,79,No Maintenance Required
12.49,81.82,2868,252,30.45,63,61,79,Battery
12.61,78.64,3081,271,35.51,68,71,90,Motor and Lubrication
12.52,84.89,3121,255,31.38,70,75,81,Tyres
12.4,77.78,3053,298,32.36,66,63,90,Tyres and Brake System
12.65,79.21,2835,299,36.09,66,72,87,Brake System and Lubrication
12.74,80.59,3158,273,31.35,69,73,79,Tyres and Lubrication
12.5,84.57,3055,282,31.71,78,65,78,Battery
12.84,75.63,3242,255,34.54,77,70,85,Brake System and Lubrication
12.74,75.2,3024,258,31.86,72,68,87,Motor and Lubrication
12.14,77.5,3262,258,30.12,67,73,87,Battery
12.12,75.29,2924,282,31.47,68,63,78,Battery
12.64,75.12,2872,270,34.31,67,71,85,Brake System and Lubrication
12.46,82.77,2957,296,33.39,62,61,80,Brake System and Lubrication
12.14,79.43,3018,300,36.86,79,66,79,Tyres
12.79,82.17,3273,255,30.35,75,66,88,Brake System and Lubrication
12.57,77.8,2829,297,33.6,76,69,85,Brake System and Lubrication
12.79,80.2,3044,275,32.84,77,75,79,Battery
12.85,83.16,3107,267,32.78,74,60,86,Brake System and Lubrication
12.35,79.78,2974,275,35.38,73,67,87,Motor and Tyres
12.35,75.61,3284,289,31.89,60,60,85,Tyres and Brake System
12.26,77.2,3200,269,36.96,60,73,80,Motor and Tyres
12.37,78.68,2859,265,31.58,80,62,90,No Maintenance Required
12.59,77.34,2943,271,35.71,70,71,81,Brake System and Lubrication
12.23,75.39,2916,270,32.8,71,75,82,Motor and Lubrication
12.4,81.38,3198,261,30.37,76,69,78,Tyres and Lubrication
12.56,77.42,3036,273,33.75,77,74,82,Tyres
12.58,78.62,2913,268,33.56,64,69,87,Tyres
12.27,80.31,2859,291,36.29,69,66,90,Battery
12.64,82.76,3292,296,35.53,73,63,87,Tyres and Brake System
12.38,77.93,2886,272,32.72,80,75,84,Tyres and Brake System
12.33,79.01,3233,272,32.82,75,62,80,Battery
12.75,81.13,3113,251,35.08,64,67,90,Motor and Tyres
12.66,79.23,3268,274,35.28,70,71,78,Tyres and Brake System
12.29,75.11,3296,256,31.99,78,71,83,Motor and Tyres
12.44,75.95,2822,282,36.77,62,74,86,Tyres and Lubrication
12.88,77.48,3047,278,34.73,64,71,80,Battery
12.2,75.02,3111,253,35.14,67,68,88,No Maintenance Required
12.9,81.03,2832,299,36.81,68,70,81,Tyres
12.18,84.46,2897,254,30.92,73,66,90,Motor and Lubrication
12.67,77.23,3086,294,35.6,69,68,88,Tyres and Lubrication
12.19,75.97,3259,283,32.6,73,74,86,Motor and Tyres
12.5,78.15,2837,271,32.39,62,69,81,Tyres and Brake System
12.32,84.16,2992,284,36.78,72,62,84,Brake System and Lubrication
12.18,77.6,3051,257,34.27,67,67,83,Tyres and Brake System
12.86,82.28,3016,257,35.94,76,62,81,No Maintenance Required
12.42,75.22,3212,264,31.92,69,74,89,Motor and Lubrication
12.43,75.8,2911,299,30.99,78,71,89,Tyres and Lubrication
12.88,82.21,3108,275,32.38,75,65,82,Tyres
12.54,83.46,3252,285,33.73,69,72,86,No Maintenance Required
12.45,78.23,3198,254,31.02,64,64,89,Motor and Lubrication
12.82,83.82,3279,278,31.34,69,62,88,Motor and Lubrication
12.31,80.1,3260,277,34.62,72,74,79,Tyres and Lubrication
12.7,78.23,3015,299,36.53,78,69,79,No Maintenance Required
12.3,76.98,2883,259,33.74,73,62,89,Tyres
12.76,83.04,3151,272,34.82,76,61,85,No Maintenance Required
12.79,75.04,2891,254,31.52,72,74,87,Tyres and Lubrication
12.29,76.28,2840,283,33.02,71,63,83,Motor and Tyres
12.48,83.99,3119,266,31.42,74,61,80,Motor and Lubrication
12.48,77.29,3035,267,34.12,70,60,87,Tyres and Lubrication
12.47,76.13,2921,268,34.43,77,75,87,Brake System and Lubrication
12.8,80.54,2920,252,35.54,71,67,78,Battery
12.77,75.23,3171,278,35.53,75,72,89,Motor and Lubrication
12.32,82.18,3149,275,33.23,68,75,84,Motor and Tyres
12.7,83.5,2954,270,32.3,79,63,79,Tyres
12.74,79.3,3140,274,35.67,60,72,81,Motor and Tyres
12.85,77.31,3124,280,32.76,69,73,88,No Maintenance Required
12.6,79.78,3239,278,32.76,62,65,86,Tyres and Brake System
12.22,78.22,3179,272,31.86,67,75,83,Tyres and Lubrication
12.81,75.87,2977,285,32.4,80,75,80,Tyres and Lubrication
12.84,79.51,2874,259,33.69,64,75,84,Tyres and Lubrication
12.31,78.12,2884,260,35.9,76,73,83,Battery
12.76,78.78,2892,261,30.82,71,70,86,Motor and Lubrication
12.85,79.36,3250,297,35.76,60,61,84,Motor and Tyres
12.17,84.86,2824,263,30.7,69,72,87,Brake System and Lubrication
12.54,82.03,3091,278,32.56,73,73,81,Battery
12.58,83.11,2895,289,32.56,65,68,83,No Maintenance Required
12.78,76.48,2924,256,31.59,77,61,89,Brake System and Lubrication
12.79,76.74,2899,251,30.51,73,65,84,No Maintenance Required
12.59,77.47,3110,285,30.22,66,62,86,Motor and Tyres
12.6,80.93,2963,271,31.46,68,60,80,Battery
12.56,80.82,3144,252,34.46,79,67,85,No Maintenance Required
12.41,78.67,2802,286,34.64,76,73,78,No Maintenance Required
12.86,77.44,3035,262,31.6,69,73,83,Battery
12.33,80.12,2803,290,35.46,60,65,85,No Maintenance Required
12.31,75.86,2835,260,34.76,78,70,87,Motor and Lubrication
12.68,81.69,3253,277,32.89,78,71,79,Motor and Tyres
12.42,77.95,3244,264,33.05,63,70,80,Tyres and Lubrication
12.25,78.08,3142,271,31.09,79,60,89,Tyres
12.46,78.18,2889,289,33.75,70,70,80,Tyres
12.7,75.47,2936,281,31.34,79,73,79,No Maintenance Required
12.58,75.04,2939,300,33.1,60,64,79,Motor and Lubrication
12.67,79.46,3300,287,33.88,64,70,87,Brake System and Lubrication
12.58,79.45,3182,285,31.36,60,72,80,Battery
12.57,77.55,2897,270,36.68,63,62,84,Brake System and Lubrication
12.29,75.23,3150,275,35.88,68,71,86,Battery
12.2,82.38,3207,293,34.66,70,61,79,Brake System and Lubrication
12.36,84.28,3099,280,30.6,77,68,87,No Maintenance Required
12.18,80.82,3210,262,33.88,78,60,87,Tyres and Lubrication
12.21,82.93,3240,260,36.19,60,72,89,Brake System and Lubrication
12.4,81.43,3239,289,36.74,71,69,88,Tyres
12.12,76.16,3122,294,33.62,72,61,78,Brake System and Lubrication
12.5,79.74,2962,256,32.29,77,73,89,Tyres and Brake System
12.49,78.08,3227,276,34.81,70,75,87,No Maintenance Required
12.81,80.59,3234,255,32.33,76,64,80,Tyres
12.37,75.75,3111,291,33.18,70,71,85,Tyres and Brake System
12.88,84.25,3040,282,35.86,68,74,85,Tyres and Lubrication
12.14,82.39,3176,259,36.81,66,74,87,Tyres and Lubrication
12.58,79.12,2897,290,33.55,69,60,80,Motor and Lubrication
12.52,84.66,2806,277,34.71,77,64,80,Tyres and Brake System
12.57,82.81,3019,276,35.77,67,69,90,Tyres and Lubrication
12.86,75.44,2997,251,35.55,72,75,79,Motor and Tyres
12.42,77.32,3073,257,30.82,79,67,80,No Maintenance Required
12.83,79.42,3205,290,32.49,74,61,83,Motor and Lubrication
12.39,81.79,3041,280,36.07,68,69,82,Tyres and Brake System
12.64,82.61,3148,277,31.21,78,64,83,Motor and Tyres
12.8,76.06,3009,257,34.15,63,65,85,Brake System and Lubrication
12.47,75.47,3245,281,34.58,66,67,84,Battery
12.32,84.25,3001,284,35.1,70,69,85,Tyres
12.16,79.91,2849,294,31.54,76,62,89,Motor and Tyres
12.42,82.36,3117,260,31.3,73,67,82,Tyres and Brake System
12.6,76.67,2828,280,31.74,78,74,78,No Maintenance Required
12.27,79.02,2906,259,36.42,77,70,81,Motor and Lubrication
12.53,75.63,2883,284,36.5,67,63,79,Motor and Tyres
12.62,75.33,3126,254,30.78,63,66,88,Tyres and Lubrication
12.9,75.9,2814,265,32.12,71,73,83,Tyres and Brake System
12.66,80.11,3021,268,34.83,78,60,78,Motor and Lubrication
12.32,84.53,3059,283,32.81,78,74,85,Tyres
12.74,75.43,3082,262,32.4,75,66,84,No Maintenance Required
12.46,76.88,2943,256,32.85,67,73,90,Brake System and Lubrication
12.39,84.97,3052,285,34.96,79,75,84,Tyres and Lubrication
12.57,81.76,3016,296,31.18,60,63,87,Tyres and Brake System
12.64,80.46,3044,281,32.39,69,73,83,Tyres
12.36,80.07,3209,260,35.97,66,63,84,Tyres and Brake System
12.2,83.14,3274,250,33.33,71,61,90,Tyres and Brake System
12.25,78.61,3233,283,34.85,72,69,89,Battery
12.46,77.05,3206,281,33.52,61,65,84,Motor and Lubrication
12.88,80.97,2805,263,36.16,65,62,78,No Maintenance Required
12.61,83.09,3118,278,36.34,63,62,90,Motor and Tyres
12.75,84.04,3083,288,33.68,61,60,87,Battery
12.84,79.74,3078,256,36.96,60,67,88,Brake System and Lubrication
12.25,84.99,2995,293,31.19,67,66,88,Motor and Tyres
12.64,84.89,3245,276,31.23,60,63,78,Brake System and Lubrication
12.57,77.01,3056,253,33.07,80,66,78,Battery
12.83,75.34,3299,295,34.75,63,61,78,No Maintenance Required
12.16,80.2,2845,253,33.99,61,65,78,Motor and Lubrication
12.59,82.23,2824,261,34.79,60,61,90,No Maintenance Required
12.13,84.57,2825,287,34.82,62,65,80,Brake System and Lubrication
12.48,76.82,2868,284,33.84,68,69,78,No Maintenance Required
12.77,75.99,2822,267,35.84,60,70,89,No Maintenance Required
12.51,81.9,3257,275,33.78,63,73,87,Tyres and Brake System
12.4,80.74,3068,299,33.39,69,63,89,Tyres and Brake System
12.45,75.68,2817,272,32.72,68,63,90,Tyres and Brake System
12.66,77.63,2953,289,36.49,79,72,80,No Maintenance Required
12.23,75.48,3230,287,30.26,73,67,81,Battery
12.16,75.15,3053,277,34.65,68,60,80,Tyres and Brake System
12.76,84.17,3041,273,32.99,68,66,78,Motor and Tyres
12.23,81.66,3216,271,32.68,75,65,87,Tyres and Brake System
12.58,77.39,3296,269,34.84,71,74,81,No Maintenance Required
12.1,78.63,3132,289,33.08,61,74,81,Motor and Tyres
12.77,79.46,3158,265,31.94,66,61,83,No Maintenance Required
12.38,83.22,3100,278,31.82,60,62,80,Motor and Lubrication
12.64,80.35,2820,296,32.95,62,61,87,Tyres and Lubrication
12.8,84.37,2934,288,31.78,70,72,83,Tyres
12.21,77.96,3246,286,35.46,73,74,82,Brake System and Lubrication
12.36,76.76,2878,294,33.76,67,67,80,No Maintenance Required
12.23,78.43,2997,287,34.47,65,62,81,Battery
12.38,76.45,3164,284,35.53,76,74,83,Tyres
12.42,81.11,3244,288,34.38,76,69,90,Brake System and Lubrication
12.78,82.08,3099,291,33.92,75,62,87,Motor and Lubrication
12.48,79.99,3193,259,36.31,78,63,84,Tyres and Brake System
12.31,78.61,3203,296,30.71,64,71,86,Tyres and Brake System
12.66,81.41,3204,259,36.86,69,64,80,Tyres and Brake System
12.4,79.66,3123,270,32.22,71,75,81,Motor and Lubrication
12.81,78.49,3014,294,32.04,74,68,86,Motor and Tyres
12.56,83.15,3168,258,35.66,60,64,88,Tyres
12.44,82.22,3219,267,36.38,67,73,80,Brake System and Lubrication
12.13,84.18,2895,273,34.84,63,62,88,Tyres and Lubrication
12.56,82.48,2976,285,36.38,62,66,88,Tyres
12.31,82.14,3282,288,31.62,68,75,82,Motor and Lubrication
12.84,84.65,2948,273,31.4,80,63,88,Tyres
12.66,79.98,3253,255,31.32,67,61,89,Motor and Tyres
12.45,78.53,2864,274,35.72,64,75,86,Motor and Tyres
12.38,81.39,3087,298,32.27,79,71,89,No Maintenance Required
12.56,82.25,2908,296,36.9,75,75,85,Brake System and Lubrication
12.74,83.34,3179,259,35.11,77,67,80,Battery
12.73,79.15,2968,275,32.19,62,64,84,Tyres
12.86,83.14,3202,268,36.14,65,64,81,Motor and Lubrication
12.34,80.93,3264,300,33.75,71,71,88,Motor and Tyres
12.63,84.3,2941,290,36.03,73,72,84,Tyres and Lubrication
12.5,84.9,3133,287,36.27,73,66,86,Motor and Tyres
12.61,78.51,3191,298,30.81,74,74,84,Motor and Tyres
12.51,82.13,2876,271,36.81,61,60,86,Brake System and Lubrication
12.69,83.77,3163,268,33.81,68,75,86,Tyres and Brake System
12.73,76.03,2814,268,36.23,78,63,87,Tyres and Lubrication
12.26,81.04,2846,268,36.29,60,62,79,Tyres
12.72,83.98,3019,275,34.66,77,75,84,Battery
12.86,82.71,3137,288,33.97,78,66,89,Tyres
12.83,82.55,3101,285,36.81,71,69,89,Tyres
12.37,81.43,2955,258,35.92,61,67,82,Motor and Lubrication
12.65,78.9,2856,267,31.2,61,69,88,No Maintenance Required
12.67,84.17,3201,261,33.51,72,60,87,Motor and Tyres
12.32,76.65,2919,289,33.8,65,73,90,Motor and Lubrication
12.82,83.71,3076,264,36.3,80,60,90,Motor and Tyres
12.2,75.7,3135,272,36.75,71,70,82,Tyres and Lubrication
12.73,75.19,2864,280,32.91,80,62,85,Tyres and Brake System
12.65,76.43,2894,283,35.68,80,68,89,Tyres and Lubrication
12.46,81.94,2986,266,36.68,71,71,82,Motor and Tyres
12.46,78.25,3042,266,32.25,74,75,87,Tyres and Lubrication
12.52,82.28,3151,285,31.44,63,61,85,Tyres and Brake System
12.49,80.91,3123,272,36.35,68,62,85,Tyres and Lubrication
12.69,78.45,2913,276,33.29,74,72,81,Motor and Tyres
12.62,80.71,3131,288,32.84,73,60,84,No Maintenance Required
12.44,84.4,2958,250,31.38,73,66,88,Battery
12.83,75.37,3203,267,33.02,68,71,79,No Maintenance Required
12.7,81.15,3065,289,32.43,78,60,83,No Maintenance Required
12.27,79.43,2802,251,30.81,66,64,86,Tyres and Lubrication
12.45,75.92,3286,284,35.9,72,74,83,Motor and Tyres
12.3,84.21,3275,287,31.82,75,75,79,Tyres
12.64,77.17,2900,296,33.34,74,64,80,Battery
12.83,77.92,3200,292,33.55,62,75,79,Tyres and Brake System
12.84,83.35,3208,261,33.96,74,66,79,Tyres and Lubrication
12.79,80.44,3273,272,36.43,78,63,79,Brake System and Lubrication
12.9,75.99,3286,293,32.86,64,72,88,Motor and Tyres
12.11,76.73,2835,271,33.82,74,68,84,Motor and Tyres
12.89,82.64,2839,292,33.8,73,68,82,Motor and Tyres
12.29,82.54,3047,259,34.17,66,60,84,Tyres and Lubrication
12.21,84.62,3292,269,35.8,71,60,82,Tyres and Lubrication
12.86,77.68,3059,264,35.06,79,60,84,Tyres and Lubrication
12.22,84.12,3059,281,30.74,64,60,85,Tyres
12.8,75.19,2948,295,30.13,78,65,88,No Maintenance Required
12.4,76.63,3106,261,36.8,68,60,80,Motor and Tyres
12.44,77.75,3266,291,33.46,65,68,81,Tyres and Brake System
12.64,78.87,2870,256,34.93,75,71,78,Tyres and Lubrication
12.59,76.12,2996,287,35.75,75,74,78,Motor and Tyres
12.56,80.43,3167,259,31.88,79,66,78,Tyres and Brake System
12.67,81.06,2924,282,32.58,78,71,88,Motor and Lubrication
12.14,78.27,3202,288,31.23,69,70,90,Brake System and Lubrication
12.78,75.94,2909,290,32.46,66,65,82,No Maintenance Required
12.82,77.84,3079,250,32.01,60,71,88,Battery
12.6,83.77,3038,268,36.93,61,60,83,Motor and Tyres
12.57,77.84,3266,273,34.33,60,66,84,Motor and Tyres
12.62,81.98,3100,280,31.35,77,67,80,Motor and Lubrication
12.74,75.28,3135,250,31.31,60,63,88,No Maintenance Required
12.27,77.28,3240,290,34.93,75,67,80,Brake System and Lubrication
12.89,78.58,3035,274,33.94,68,72,90,Tyres and Lubrication
12.21,80.61,3133,284,34.32,61,71,81,Tyres and Brake System
12.66,82.7,3013,262,31.66,69,63,84,Tyres
12.34,82.56,3218,260,36.93,70,60,78,Tyres
12.17,78.52,3191,298,35.04,74,62,80,Tyres
12.39,79.54,3066,284,30.53,71,69,84,No Maintenance Required
12.74,84.0,3249,266,36.42,71,75,85,Tyres and Brake System
12.47,81.78,3273,273,32.42,68,61,85,Tyres and Brake System
12.86,77.89,3193,291,30.84,77,68,89,Tyres
12.3,83.41,3081,288,33.41,79,64,84,Battery
12.9,76.75,2917,286,31.11,80,61,83,Tyres and Lubrication
12.89,75.89,3092,278,36.36,80,63,85,Motor and Tyres
12.16,84.55,3082,259,33.3,76,71,81,Battery
12.26,75.57,3012,256,32.06,80,70,86,Tyres and Brake System
12.29,80.71,2905,255,33.45,75,65,87,Tyres and Brake System
12.32,79.22,3192,296,32.99,74,64,84,Tyres
12.78,80.04,2850,266,33.37,66,62,83,Motor and Lubrication
12.6,81.86,3060,256,30.59,75,62,88,No Maintenance Required
12.45,81.58,3017,275,36.77,72,75,78,Tyres and Brake System
12.74,77.22,3100,298,34.3,77,74,81,Tyres
12.13,83.14,3124,269,35.52,68,75,84,No Maintenance Required
12.21,77.22,2863,274,30.86,76,72,80,Motor and Tyres
12.42,82.52,2945,254,30.88,79,72,81,Motor and Tyres
12.68,80.17,3146,298,35.49,70,73,85,Battery
12.52,78.44,3291,270,32.94,72,60,90,Battery
12.42,79.37,3166,295,36.29,64,75,81,Battery
12.67,84.58,3168,274,33.03,63,61,78,Tyres
12.22,80.63,3004,294,35.57,60,72,90,Tyres
12.46,80.82,2841,261,31.89,60,69,88,Tyres
12.36,76.96,2872,299,30.92,66,75,78,Motor and Tyres
12.15,78.46,2951,268,35.84,79,66,87,Battery
